Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Project URL,Disclosure Date,Board Approval Date,Effective Date,Project Closing Date,Last Stage Reached,Financing Type,Total Project Cost $US,IBRD Commitment $US,IDA Commitment $US,Keywords Found in Project Name,Keywords Found in Project Description,Keywords Found in Implementing Agency,Keywords Found (Any Column)
P124806,,Pacific Republic,,P124806 East Asia and Pacific Republic of Vanuatu Vanuatu- FCPF,"P124806 East Asia and Pacific Republic of Vanuatu Vanuatu- FCPF Readiness Plan PreparationTask DescriptionThe task is to assist the FCPF REDD country participant to formulate its Readiness Prepration Proposal (R-PP), prepare for REDD Readiness by carrying out the preparation activities outlined in the R-PP , and potentially participate in future REDD carbon payment transactions.Board Schedule Commentshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P12480 6 March 31, 2015 March 31, 2015 April 26, 2010 June 30, 2013 BANK APPROVED G 3800000 July 16, 2024",,,,,,,,,,,,[],[],[],[]
P132846,Latin America and Caribbean,Argentine Republic,,P132846 Latin America and Caribbean Argentine Republic Forests and CommunityProject,"P132846 Latin America and Caribbean Argentine Republic Forests and CommunityProject Development Objective (from Project Appraisal Document) The Project Development Objective is to improve forest management; and increase access to markets and basic services by small forest producers including indigenous and campesinos in selected Northern Provinces of ArgentinaMinistry of Environment and Sustainable Development (MAyDS) Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P13284 6 February 10, 2015 April 7, 2015 November 13, 2015 May 31, 2022 BANK APPROVED I 58760000 0 0Argentine Republic B January 31, 2024",Ministry of Environment and Sustainable Development (MAyDS) Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P13284 6 February 10,,,,,,,,,,,[],[],[],[]
P114294,Latin America and Caribbean,Argentine Republic,,P114294 Latin America and Caribbean Argentine Republic Rural Corridors and,"P114294 Latin America and Caribbean Argentine Republic Rural Corridors and BiodiversityThe objective of the project is to increase the protection of vulnerable natural areas and conserve biological diversity within the Gran Chaco Ecosystem and the Patagonian Steppe and Coastal-Marine Ecosystems and, implement measures to enhance biodiversity resilience to climate change and protect forest carbon assets. APN - Administración de Parques Nacionaleshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P11429 4 February 11, 2009 April 7, 2015 November 9, 2015 December 31, 2021 BANK APPROVED O 8580000Argentina Undersecretar iat International Financial Relations for Development, Secretariat of Strateg B August 4, 2022",,,,,,,,,,,,[],['resilience'],[],['resilience']
P151978,Latin America and Caribbean,Oriental Republic,,P151978 Latin America and Caribbean Oriental Republic of Uruguay Uruguay,"P151978 Latin America and Caribbean Oriental Republic of Uruguay Uruguay FCPF REDD Readiness PreparationThe overall objective of this project is to strengthen key stakeholder capacity to prepare and implement a REDD+ strategy in Uruguay. Specific objectives include: i. assessing the country’s situation with respect to deforestation, forest degradation, conservation and sustainable management of forests and relevant governance issues; ii. identifying REDD+ strategy options; iii. assessing key social and environmental risks and potential impacts associated with REDD+, and developing a management framework to manage these risks and mitigate potential impacts; iv. working out a reference level of historic forest cover change and greenhouse gas emissions and uptake from deforestation and/or forest degradation and REDD+ activities, and potentially forward-looking projections of emissions; and v. designing a monitoring system to measure, report and verify the effect of the REDD+ strategy on greenhouse gas emissions and other multiple benefits, and to monitor the drivers of deforestation and forest degradation, as well as other variables relevant to the implementation of REDD+. Ministry of Livestock, Agriculture and Fisheries (MGAP)https: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P15197 8 September 4, 2015 April 9, 2015 June 15, 2021 BANK APPROVED G 3800000Ministerio de Economia y Finanzas September 12, 2022",Ministry of Livestock,,,,,,,,,,,[],"['deforestation', 'livestock']",['livestock'],"['deforestation', 'livestock']"
P145037,Eastern and Southern Africa,Africa Republic,,P145037 Eastern and Southern Africa Republic of Uganda Agriculture Cluster,"P145037 Eastern and Southern Africa Republic of Uganda Agriculture Cluster Development ProjectThe development objective is to raise on-farm productivity, production, and marketable volumes of selected agricultural commoditiesin specified geographic clusters. Ministry of Agriculture, Animal Industry and Fisheries TBDhttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P14503 7 July 31, 2013 April 9, 2015 January 23, 2017 May 31, 2024 BANK APPROVED I 0 150000000 0Republic of Uganda B July 8, 2024",Ministry of Agriculture,,,,,,,,,,,[],['animal'],[],['animal']
P147629,,,,P147629 East Asia and PacificRepublic of the Union of Myanmar,"P147629 East Asia and PacificRepublic of the Union of Myanmar Agricultural Development Support ProjectThe Project Development Objective is to increase crop yields and cropping intensity in the selected existing irrigation sites in the Recipient's Bago East, Nay Pyi Taw, Mandalay, and Sagaing regions, and, in the event of an Eligible Crisis or Emergency, to provide immediate and effective response to said Eligible Crisis or Emergency. Ministry of Agriculture, Livestock and Irrigation Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P14762 9 March 3, 2014 April 23, 2015 September 29, 2015 June 30, 2022 BANK APPROVED I 0 100000000 0Republic of the Union of Myanmar B June 26, 2024",Ministry of Agriculture,,,,,,,,,,,[],['livestock'],[],['livestock']
P150892,Latin America and Caribbean,Federative Republic,,P150892 Latin America and Caribbean Federative Republic of Brazil ProCerrado,"P150892 Latin America and Caribbean Federative Republic of Brazil ProCerrado Federal ProjectThe Project development objective is to enhance the capacity of the Ministry of Environment to establish integrated forest fire management and landholdings’ registration in selected areas of the Cerrado. Ministry of Environmenthttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P15089 2 April 27, 2015 April 27, 2015 April 28, 2015 May 30, 2018 BANK APPROVED G 4300000 Funatura B February 28, 2023",Ministry of Environment to establish integrated forest fire management and landholdings’ registration in selected areas of the Cerrado. Ministry of Environmenthttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P15089 2 April 27,,,,,,,,,,,[],[],[],[]
P144254,Eastern and Southern Africa,Africa Republic,,P144254 Eastern and Southern Africa Republic of Zambia Zambia COMACO,"P144254 Eastern and Southern Africa Republic of Zambia Zambia COMACO Landscape Management1. The development objective of the COMACO Landscape Project is to reduce emissions of Greenhouse Gases (GHG) through the sustainable management within 270,698 ha of land traditionally devoted to community led agricultural and non-agricultural activities. The delivery of the ERs according to the delivery schedule agreed upon in the Emission Reduction Purchase Agreement (ERPA) is the results indicator that is being monitored by the World Bank over the ERPA duration. 2. The project has the following specifictechnical objectives: (a) Agriculture Land Management including Agroforestry: to increase food production and household income by expanding legume- based agroforestry systems with demonstrated higher sustainable crop yields, and production of important firewood, materials and tradable carbon compared to thebaseline of traditional smallholder agriculture; (b) Reduced Emissions from Deforestation and Degradation (REDD): More specifically the Project will promote sustainable climate-smart agricultural practices in selected chiefdoms in the Eastern Province of the Republic of Zambia (GRZ). The adoption of sustainable agriculture practices will increase small-holder farmer crop yield, farmer income and welfare, reduce uncontrolled forest loss and degradation, which would be supported inthe short term by carbon revenues received from a significant increase in bio-carbon sequestration in agricultural areas and avoided emissions in forested areas. To protect and expand areas under natural forest and conserve biodiversity through the intensification of food production on existing farm plots by adoption of legume-based agroforestry with in-built firewood production and avoidance of fallows, which will replace the need for further forest clearing as part of slash and burn agriculture, firewood and charcoal production. The decisions on land delineation for specific management purposes rest with the chiefs in consultation with the communities. Currently the challenge is one where allocation of forest areas for agricultural purposes to communities is made by the chief, and as a result the forested areas within the chiefdom are shrinking over time. Several chiefdoms have recognized the problemand are willing to set aside forest areas within chiefdoms for conservation use known as community conservation areas (CCAs). The interventions in CCAs will include land use planning, and preparation forest management plans by communities for managing conservation areas through implementing practices that will ensure that the forest areas are sustained. Agreements between chiefdoms and COMACOinclude provisions for implementation. The agreement also requires the Chiefs to submit a benefit sharing plan that will ensure fair distribution or usage of revenue channeled through the sale of Emission Reductions generated from the Project. COMACOhttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P14425 4 February 4, 2014 April 27, 2015 April 27, 2015 October 31, 2019 BANK APPROVED G 1330000 COMACO B December 19, 2024",,,,,,,,,,,,[],['deforestation'],[],['deforestation']
P152066,,,,P152066 East Asia and PacificLao People's Democratic RepublicSecond Lao Environment,"P152066 East Asia and PacificLao People's Democratic RepublicSecond Lao Environment and Social Project (Additional Financing to the Protected Area and Wildlife Project)The revised PDO and the revised Global Environment Objective (GEO) are to help strengthen selected environmental protection management systems, specifically for protected areas conservation, enforcement of wildlife laws and environmental assessment management. TBDhttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P15206 6 January 16, 2015 April 29, 2015 June 30, 2023 BANK APPROVED I 0 15000000 0 B July 16, 2024",,,,,,,,,,,,[],[],[],[]
P125176,,Pakistan Republic,,"P125176Middle East, North Africa, Afghanistan, and Pakistan Republic of Tunisia","P125176Middle East, North Africa, Afghanistan, and Pakistan Republic of Tunisia Tunisa-WasteWater ReuseThe proposed Project Development Objective is to sustainably increase agricultural productivity and to promote the use of treated wastewater, so as to overcome current and future water deficits. Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P12517 6 December 5, 2011 April 30, 2015 CONCEPT REVIEW I 50000000 0 0 A December 19, 2024 - Specific date range: 01/01/2015-12/31/2025 - Sector: Agro-industry; FY17 - Agricultural Extension, Research, and Other Support Activities; FY17 - Agricultural markets, commercialization and agri-business; FY17 - Other Agriculture, Fishing and Forestry; FY17 - Crops; FY17 - Fisheries; FY17 - Public Administration - Agriculture, Fishing & Forestry; FY17 - Forestry; Forestry; FY17 - Livestock; Livestock 5. Dowload Project Id Region Country Project Status Project Name Project Development Objective Implementing Agency Consultan t Services RequiredProject URLDisclosure Date Board Approval DateEffective DateProject Closing DateLast Stage ReachedFinancing TypeTotal Project Cost $USIBRD Commitm ent $USIDA Commitm ent $USTotal IBRD, IDA and GRANT Commitm ent $USGrant Amount $USBorrower Lending Instrumen tEnvironme ntal Assessme nt CategoryEnvironme ntal and Social RiskSector 1 Sector 2 Sector 3 Last Update DateIs it livestock related? Does it Include Necesary Documents Summary",Implementing Agency Consultan t Services RequiredProject URLDisclosure Date Board Approval DateEffective DateProject Closing DateLast Stage ReachedFinancing TypeTotal Project Cost $USIBRD Commitm ent $USIDA Commitm ent $USTotal IBRD,,,,,,,,,,,[],['livestock'],[],['livestock']
